sample	init_young	init_poisson	opt_young	opt_poisson	init_wcs	opt_wcs	init_zcompress_min	init_zcompress_max	opt_zcompress_min	opt_zcompress_max	init_zcompress_sim_min	init_zcompress_sim_max	opt_zcompress_sim_min	opt_zcompress_sim_max	init_zcompress_sim_2x2x1_min	init_zcompress_sim_2x2x1_max	opt_zcompress_sim_2x2x1_min	opt_zcompress_sim_2x2x1_max
0646_512	0.1985158006331547	0.09389647820802542	0.1988233316125844	0.09633377709002124	4.5315216755985939e+03	6.9593027151316130e+02	-5.4299088040482968e+02	1.2894177821458374e+02	-1.2943220470444803e+02	8.3085026294054870e+01	-2.5475669761224782e+02	6.2707545685666339e+01	-6.3933995930815897e+01	4.3074906706972165e+01	-2.5773235084922334e+02	6.5155137748535097e+01	-6.6028132597593356e+01	4.4262083763011994e+01	
0646_517	0.1983464942479519	0.03103698793582482	0.199322421884801	0.03124813306385518	4.6715767189418602e+03	7.5805367180158862e+02	-5.0680485386266832e+02	1.2087330680303664e+02	-1.1700528186491718e+02	6.7561158554619524e+01	-2.5119983713047213e+02	6.1234337413172625e+01	-6.2166814229180218e+01	4.1706595679094086e+01	-2.5693187275132868e+02	6.1456343278031241e+01	-6.3299082763479184e+01	4.2411351794002620e+01	
0646_524	0.1985547524080446	-0.156177767206499	0.1987004182851223	-0.1532896238077961	4.8335941935821493e+03	7.9930923723087244e+02	-5.1443473982082480e+02	1.2275003858736123e+02	-1.3737121972958752e+02	9.0250723012112161e+01	-2.5722586626926801e+02	5.4064354565045946e+01	-5.8824608222521107e+01	4.6429575533119340e+01	-2.6818739325255336e+02	7.3579158273670373e+01	-6.8124215816944243e+01	4.7906759377482203e+01	
0646_527	0.1987059055944261	-0.1250031900051191	0.1985251904473371	-0.1240021851027206	6.0205890458566400e+03	8.0914549180372603e+02	-6.5698648007433405e+02	1.3309485677746079e+02	-1.2641242943301955e+02	8.2549306697445914e+01	-3.2752177038526986e+02	4.9383110038214305e+01	-6.3096217815610281e+01	4.3076808906893405e+01	-3.4187781869612866e+02	7.1969333340852629e+01	-6.6273933579985595e+01	4.5375054448536794e+01	
0646_529	0.1985400873272145	0.3130725881722086	0.199207739049998	0.3119570489658602	4.3978367220891205e+03	7.7736292598510011e+02	-6.7755069810185171e+02	1.3182175308975229e+02	-1.6434984184380983e+02	1.1318313253437192e+02	-2.0640387969178201e+02	7.8422498515123323e+01	-5.5949596417518372e+01	4.5567098809579285e+01	-2.0982917551524451e+02	7.8409577804224881e+01	-5.6921622988625352e+01	4.6752140409592641e+01	
0646_548	0.2498566817092168	0.3435991265161643	0.254435537533653	0.3375646762913279	3.2062766282423008e+03	6.5460111001837936e+02	-5.8993600054108174e+02	1.6026936419734682e+02	-1.9306001541246198e+02	1.2574120448617023e+02	-1.8636345374927888e+02	1.4332873260440857e+02	-6.4302783581027100e+01	4.0069157417703906e+01	-1.8904890063456682e+02	1.4338206205559786e+02	-6.5827857307274400e+01	4.0415323078264215e+01	
0646_551	0.249923003233038	-0.1252087838200659	0.2524330133732641	-0.122562127247028	4.2845231195184897e+03	7.7832280704218704e+02	-5.7372828835426583e+02	1.2112329343954872e+02	-1.4539910006917154e+02	8.7697743894564013e+01	-2.9927360317987103e+02	5.6990517268408986e+01	-6.2682098491716367e+01	4.5361753955146320e+01	-3.0494545535398777e+02	7.7707500905191509e+01	-7.2454556176974037e+01	4.6514989959550306e+01	
0646_553	0.2497206778935788	0.3130157544175271	0.2503364577814271	0.312226432027316	3.9685677549500583e+03	6.8440670343067029e+02	-8.2364451677490842e+02	1.4850862170594166e+02	-1.7995477337081502e+02	1.0494700401476852e+02	-2.4379902561025150e+02	1.0689097171051593e+02	-5.8578655838339401e+01	4.9087319670577983e+01	-2.5058305540055474e+02	1.0682788968232836e+02	-5.8992143991636638e+01	4.9833098490768798e+01	
0646_554	0.2501100258931957	3.240436451776136e-05	0.2500428157334492	-0.0005346488996632978	4.0898905047605231e+03	6.9035075408649175e+02	-5.7732078820143204e+02	1.1692718150917791e+02	-1.3603534759847889e+02	7.3132129616103654e+01	-3.0004630325383948e+02	5.9741955892601567e+01	-7.0152064067106465e+01	4.6829828803582963e+01	-3.0349676681211952e+02	5.9851972405709652e+01	-7.0320360382525649e+01	4.7526494474367809e+01	
0646_556	0.2504360580046869	-0.2807862573247728	0.257116490701961	-0.2653284637193709	4.3487343462260233e+03	7.7292459155734173e+02	-6.8151862602008384e+02	1.4340993193645210e+02	-1.6079230855947128e+02	8.9455796184908138e+01	-3.0823217754721128e+02	6.5023001960029632e+01	-7.3578867485738414e+01	4.7473226861100628e+01	-3.3193710909670756e+02	1.0724333172478950e+02	-8.0809321910290038e+01	5.7264001531918908e+01	
0646_563	0.2501630925042898	0.1570845263498231	0.2509573885450012	0.1583527701872904	4.5578127242683104e+03	7.9936016156056667e+02	-7.6548014514838178e+02	1.4738884732892211e+02	-1.4567877503299806e+02	8.5238900384268490e+01	-3.1925248169450327e+02	7.9270994698259656e+01	-7.0520171478325935e+01	4.3402018664685784e+01	-3.2094895650602831e+02	8.0962312639332836e+01	-7.0462067580303511e+01	4.3047173823922506e+01	
0646_566	0.2499742187803037	0.2501917954645163	0.2510700232636401	0.2501213964599797	4.0038673710664871e+03	6.6453455284205972e+02	-7.1809861942810232e+02	1.2738966499445841e+02	-1.7343603521549736e+02	9.8059831823083627e+01	-2.4226617034438246e+02	9.7749014638300778e+01	-7.0904447166762722e+01	4.1006149952673404e+01	-2.4538877455667190e+02	9.7472612322727812e+01	-7.2688685269585989e+01	4.1857308961490503e+01	
0646_581	0.3139251342846308	-0.09308878045815899	0.3152961231736566	-0.08913523356866514	4.0900316190539625e+03	5.7607512390669342e+02	-7.0814403734258531e+02	1.3090188022273566e+02	-1.4991320290719784e+02	8.6272115783822656e+01	-3.5174855144214030e+02	7.0844017805512394e+01	-6.9265729475571106e+01	4.7113864306947690e+01	-3.6329642542593803e+02	7.8271087434336962e+01	-7.4998719236900072e+01	4.8839875718619453e+01	
0646_584	0.3153577957540383	0.3738794159419283	0.3188568358567406	0.3595886755401192	2.0947729540504074e+03	5.9020180074334053e+02	-5.1849795224038257e+02	1.5654153020267401e+02	-2.2348082904494117e+02	1.2115312168495407e+02	-1.4503415693740226e+02	1.4988837149354509e+02	-6.5064066669498132e+01	5.2828686181189390e+01	-1.5216729366252599e+02	1.5003536198419323e+02	-6.5453654756484568e+01	5.3037707896969017e+01	
0646_592	0.3145908367935185	0.2181733715110097	0.3106356485636942	0.2092283592212393	5.1456270136162439e+03	6.1589589459063359e+02	-1.3123834241169775e+03	1.4641365683219445e+02	-2.1047039264963863e+02	9.4479457395393098e+01	-4.9171506229911631e+02	1.7043322590611160e+02	-9.2003839895964461e+01	4.7506171602773641e+01	-4.9265040106866491e+02	1.6956953383797213e+02	-9.5298726640173669e+01	5.1070878837274591e+01	
0646_594	0.3149244097304392	-0.3128305706851382	0.3153635665828487	-0.3114944603371836	4.2119828542957521e+03	8.5328908086597778e+02	-7.4267328432184570e+02	1.6972747319097010e+02	-2.2508325968309606e+02	1.2518764985113032e+02	-3.6303907584074261e+02	8.1297581275253961e+01	-9.6950689485767356e+01	5.0330205722711305e+01	-3.7598636106031790e+02	1.3245488024198320e+02	-1.0446985383870626e+02	7.8791546644812144e+01	
0646_597	0.3147238651462572	-0.2191030773755845	0.3181514905081891	-0.2106516069324902	4.7000902650267844e+03	6.6102371197745413e+02	-8.6290122347213241e+02	1.7435062712391561e+02	-1.6492351132702919e+02	1.0498208427447490e+02	-4.5953543511714082e+02	7.1953716273568233e+01	-6.9256176613241678e+01	5.0142473508824899e+01	-4.7174880340911307e+02	1.2348515820527891e+02	-7.9073783901424818e+01	6.3987130251083791e+01	
0646_602	0.3155821699338773	0.406120208670789	0.3156220988125996	0.4041515971778027	2.1759571886257481e+03	5.7163208250884009e+02	-6.0581299018658581e+02	1.3965346584752638e+02	-2.0270671525918993e+02	1.0376501706236894e+02	-1.6059423116383843e+02	1.9576550708779186e+02	-6.2908032584985833e+01	5.2603055848903615e+01	-1.6687922331274302e+02	1.9591388049938544e+02	-6.3885852331324443e+01	5.3179028354230297e+01	
0646_606	0.3153603173101512	0.0003541141614357593	0.3156224860971661	0.0006871239933504585	3.4706239038206845e+03	5.1456148467343451e+02	-5.9420300979864282e+02	1.3470803254984483e+02	-1.4369344673863958e+02	8.3724119281123848e+01	-3.0028130332763857e+02	7.1014183618345584e+01	-6.9280102005892047e+01	4.6862021989901585e+01	-3.0700923231730383e+02	7.1311133151752202e+01	-7.1677599493447403e+01	4.8637685340759326e+01	
0646_612	0.3159916942084871	0.2504574184773145	0.3205770037999625	0.24947348627464	3.3350663215014215e+03	5.3953394932122433e+02	-8.2213439765714622e+02	1.3281803269536482e+02	-1.8650326241097221e+02	1.0099095290033014e+02	-2.9416195242923470e+02	1.1319119543605392e+02	-7.8580957925165464e+01	4.3312588496482569e+01	-2.9574194055977210e+02	1.1286398267239022e+02	-8.1042362538415802e+01	4.4207485890335654e+01	
0646_617	0.3844348181654792	0.4599525273963406	0.3903337581449359	0.443497512858816	1.6462244105032296e+03	5.2303551209189334e+02	-5.7557479350375309e+02	2.8087643546491694e+01	-2.2227284956435719e+02	2.7997539166607556e+01	-1.2934645739348798e+02	1.8156002841792821e+02	-6.7723959297135323e+01	5.5078022552807766e+01	-1.4633602506888514e+02	1.8106822331515082e+02	-7.0522540361140543e+01	5.7893010915191191e+01	
0646_620	0.396802175017128	0.3754541422291336	0.406288558045977	0.3585264084401386	2.2472097794837937e+03	5.0431658137738748e+02	-7.6342727186923332e+02	1.6544885985761445e+02	-2.0021406734997450e+02	1.1908151785234708e+02	-2.1882773540201043e+02	1.5967767110483172e+02	-7.0761745243745551e+01	4.7202347928249985e+01	-2.2363130541167945e+02	1.5955716784641760e+02	-7.1368561003239606e+01	4.7233865111343654e+01	
0646_621	0.39674437668192	0.06241382743840052	0.3979923965231653	0.07190345529699221	3.0669286636356287e+03	4.7739372517384157e+02	-7.1968533198030366e+02	1.6061203808623253e+02	-1.8135946410672935e+02	9.4727406532872919e+01	-3.5702389085041887e+02	7.0267170200913768e+01	-9.0312989915939383e+01	4.9396323632997991e+01	-3.6337613850839369e+02	7.0455928975517125e+01	-9.2815869599562376e+01	5.0930949849321671e+01	
0646_626	0.3972529021253965	-0.1874020014719953	0.3962831442843019	-0.1872310068554411	4.0476922979103829e+03	5.3854023314543474e+02	-9.2064104845773829e+02	1.7847938473392534e+02	-1.8905791597343233e+02	1.0541476491662334e+02	-4.7157153133301887e+02	8.4112649956850987e+01	-8.6935643378013140e+01	5.6797282686937208e+01	-4.8296680678580833e+02	1.2282834179463437e+02	-9.3266756592472390e+01	5.8094821756282983e+01	
0646_652	0.3995778784337248	0.4373573038476575	0.3937354484070674	0.4292457433848926	1.9762167979179553e+03	5.6763155735562873e+02	-5.8905187461405592e+02	6.0241481216277890e+01	-2.6024033096722962e+02	1.1615984171696614e+02	-1.6053654253289963e+02	1.9081438749391353e+02	-8.1178687967838215e+01	5.6921563476175429e+01	-1.6532057055832894e+02	1.9043311632930050e+02	-8.4876670176700713e+01	5.7191885465897457e+01	
0646_658	0.4990882686090421	-0.2820004857872147	0.5006930853339177	-0.2813229326411126	4.3428245501367273e+03	6.2636894368492801e+02	-1.3254969007175991e+03	1.9970021829594077e+02	-2.3624369312281519e+02	1.5988178710820313e+02	-6.9485561183339496e+02	8.5271950262045181e+01	-1.1661788574828373e+02	5.5436570437813728e+01	-7.1054819134464435e+02	1.5040721262246979e+02	-1.1765718946305219e+02	1.0010860136693181e+02	
0646_663	0.4992694566567269	0.0002756290846219237	0.4749469842823423	-0.01792360854807258	3.5314460973049340e+03	7.1898499364207998e+02	-9.1779215667537630e+02	1.5655735808508956e+02	-3.3249385522446443e+02	1.0644736743048094e+02	-4.6861476000265390e+02	7.2703301269880583e+01	-1.7508754225158816e+02	6.2019804840165541e+01	-4.7947667468356872e+02	7.7483980594652110e+01	-1.7772847047977274e+02	6.2755956023580211e+01	
0646_670	0.5004456132179869	-0.03113123991222685	0.5005377544148327	-0.03156586375794731	3.1038971845079141e+03	4.6812101690776126e+02	-8.9731844017683147e+02	1.7396499680975973e+02	-1.6763929426103940e+02	1.0406987778987619e+02	-4.5573354297033853e+02	7.8159433147936809e+01	-7.5035900800309562e+01	4.8426762313508995e+01	-4.6680391876474698e+02	9.2148820203689098e+01	-8.3334643421371737e+01	5.4928531154501670e+01	
0646_673	0.5008232492305925	0.3120497642671446	0.510659916759708	0.3086314322378267	2.3396917184565959e+03	4.1078207044049122e+02	-8.5116096463201700e+02	2.4476002149682904e+02	-2.4434300462554120e+02	1.1072987057753345e+02	-2.9492260798509272e+02	1.5093943658426986e+02	-9.0388024964091130e+01	5.2227517601486426e+01	-2.9628589832699686e+02	1.5070312336781507e+02	-9.0452133476081130e+01	5.2179652385347950e+01	
0646_674	0.4999043800232832	-0.1870950464095595	0.5010275908594932	-0.1872548316209745	3.7077818161417545e+03	8.0131002610092492e+02	-9.4154459001122416e+02	1.8453136282374055e+02	-1.8227891157313911e+02	1.2232727439221448e+02	-5.6114701715475519e+02	8.5396177186081829e+01	-8.1672097782888926e+01	5.2583695106335284e+01	-5.6830912621144216e+02	1.2439871996617201e+02	-9.1878395640773107e+01	7.4785276707221854e+01	
0646_678	0.5004611916355711	0.3748806726757711	0.5141361484577501	0.3651611769791915	1.7765315414625188e+03	4.3475010862761457e+02	-6.9562373142024524e+02	1.6595573021693374e+02	-2.2445073351678559e+02	1.1385053625801805e+02	-2.3024282102452227e+02	1.5118980663138677e+02	-6.3163420972882172e+01	5.4930253552643492e+01	-2.3527897363613073e+02	1.5126899546948363e+02	-6.5196613740868187e+01	5.4890687746751539e+01	
0646_679	0.5001095952891484	-0.2186579152342054	0.4979535173464657	-0.2116511332164656	3.2244953291780630e+03	6.1932212995906252e+02	-9.7608546741534724e+02	2.0093690180546926e+02	-3.0141711947421027e+02	1.5155205460399804e+02	-5.1603544127710393e+02	9.6725481870694594e+01	-1.2484982713526320e+02	6.4952752715773201e+01	-5.2550089620601966e+02	1.3686564141005670e+02	-1.4101030081775971e+02	9.4516635832799011e+01	
0646_691	0.5030166935309847	0.4389432512620734	0.5007908388122495	0.4265816451614584	1.9332209342991766e+03	4.3928956618284263e+02	-8.5653022593308197e+02	4.2961827943221834e+01	-2.5438884983085939e+02	9.1555565194348020e+01	-2.3990193308394822e+02	1.9973316018397603e+02	-7.4808674066289768e+01	5.7079566405793095e+01	-2.5333062051888214e+02	1.9911442356146125e+02	-8.0486935261256448e+01	5.7958530309500539e+01	
0646_693	0.583668943074504	0.4539043669431319	0.5839853897261182	0.4282607973560611	1.6131822444729678e+03	3.6689598070737486e+02	-6.5363373567996950e+02	1.1977097169132205e+02	-2.4497645988550693e+02	3.4093713287948866e+01	-1.9257088883159267e+02	1.6985220718275065e+02	-7.4215291845605080e+01	6.5127690920416967e+01	-1.9111793194567937e+02	1.6918781753888663e+02	-7.6803950231071468e+01	6.5270759050981411e+01	
0646_699	0.6287186245771466	-0.0937728497999876	0.6281962579483648	-0.0874161288688506	2.8274584599658228e+03	5.0097025978238543e+02	-1.0277596634185029e+03	2.0991959101127065e+02	-2.5506799368305408e+02	1.4123184165703520e+02	-5.3165245586770061e+02	9.3847291610899987e+01	-1.2839715108949372e+02	5.9567632727492928e+01	-5.4358790873233238e+02	1.2462684822986731e+02	-1.3041316961245928e+02	7.8169054613110816e+01	
0646_703	0.6292233421720483	-0.03134674015904179	0.6304829307079081	-0.03199238054759435	2.7500000540708434e+03	3.7249391277889293e+02	-9.0023174387266442e+02	1.9500245315180467e+02	-2.0622206102058945e+02	1.0012270410895852e+02	-4.6160049299404579e+02	8.4831268264850635e+01	-9.7610914483720379e+01	5.5038226000007519e+01	-4.7226455937904211e+02	1.0266872322699643e+02	-1.0311529930518799e+02	5.8233694424515136e+01	
0646_705	0.630140834075147	0.3430869897712534	0.6521098069222675	0.3328053469092847	2.2806483492280126e+03	5.0892509902156172e+02	-7.8366427528435202e+02	3.1874977430554230e+02	-4.1458252471083881e+02	1.0192909021811850e+02	-2.3251273112325609e+02	3.0911765142517089e+02	-9.1893292020610602e+01	6.2285975070770391e+01	-2.5338382432462333e+02	3.2734600894570627e+02	-1.0453480421231556e+02	6.5301933275852548e+01	
0646_710	0.6302752710516428	0.4376138394373032	0.6356718175222368	0.4260082430305192	1.4025285432140815e+03	3.6671381984998305e+02	-6.3299523310844677e+02	2.8503974747226206e+01	-2.8993235741159594e+02	6.0920952310047738e+01	-1.8464124557335097e+02	1.8688047015803639e+02	-8.4021668840621430e+01	6.1513830835434661e+01	-1.8269053030005048e+02	1.8553244020793585e+02	-8.3781336501935755e+01	6.2681093601744934e+01	
0646_720	0.6298153173666804	0.3125664600522297	0.6393598401687992	0.3088516661948789	2.3371848119903020e+03	4.8176733897084131e+02	-9.0606436685136316e+02	3.2445646338935728e+02	-4.1068603525421406e+02	1.2072895528610709e+02	-2.7404300119191680e+02	3.2419770145041173e+02	-1.0054417283049338e+02	5.5157471821997909e+01	-2.8670293659813399e+02	3.3680737291279240e+02	-1.1104490760109262e+02	6.1425411734914370e+01	
0646_743	0.7933979835752893	0.3431091593168308	0.7943704654311365	0.3434785094465216	2.2831800272376322e+03	4.1212200794954225e+02	-8.5960149807941320e+02	2.7614259633274304e+02	-4.8416414704231681e+02	9.9068647664644629e+01	-2.2521733276423879e+02	3.0998702070085812e+02	-9.5518628790398040e+01	6.3458061998302711e+01	-2.4442626594330156e+02	3.2585901762719743e+02	-1.0963340594262502e+02	6.3745555583577378e+01	
0646_744	0.7941520708875276	0.3745086889065711	0.8158319174507348	0.3710054279602559	1.1719630652678018e+03	3.6378666367904987e+02	-5.9808873518895302e+02	2.7930546433750379e+02	-4.5304330714559040e+02	1.4554036566528700e+02	-1.7215320181652567e+02	2.3478066654737586e+02	-9.4522184252496615e+01	7.0396092150032274e+01	-1.9038503259804656e+02	2.3113519856506170e+02	-1.0886492248027604e+02	8.2370896439245186e+01	
0646_746	0.7930640157447445	0.06231164029606463	0.8024059689828298	0.06823065735577935	2.0370447115583102e+03	3.5350722527158075e+02	-8.7808027649268718e+02	2.2480346007772437e+02	-2.5601333562540509e+02	1.0812013350927489e+02	-4.3296076377219464e+02	1.0040271022865055e+02	-1.2653672573628188e+02	5.6893068176772680e+01	-4.4209953374040867e+02	1.0094756908119209e+02	-1.3092605698697145e+02	5.8532879359436642e+01	
0646_756	0.7935780488228297	0.3123676839438732	0.7946539935674903	0.3128787408463217	2.3026106744438584e+03	3.9605495831858303e+02	-8.2497331169483869e+02	3.1265140704655209e+02	-4.1043110827346095e+02	9.1345334325662449e+01	-2.6723308776741624e+02	3.1007179133821262e+02	-9.0119136267017325e+01	6.1686633182907556e+01	-2.8544568134144521e+02	3.2467655245566715e+02	-1.0701496575885076e+02	6.3950905533027978e+01	
0646_77	0.01238627389928225	-0.09384041864318256	0.01240469487056921	-0.089519140325866	1.7176903570457340e+04	6.1963619420781561e+03	-1.0456821867505236e+02	3.3962419974371045e+01	-5.6578419376763669e+01	3.7410171536435705e+01	-5.2733365842699456e+01	1.5915427997920855e+01	-2.8243195977526046e+01	1.8872008986864532e+01	-5.5926400937106777e+01	1.6661151361803508e+01	-2.8467013324395957e+01	1.9005378209798852e+01	
0646_782	1.000059898085906	0.3435560875150402	1.00026401896511	0.3437796677248242	1.6919841040992465e+03	3.3167596134376436e+02	-8.3522752850872553e+02	2.5021660571635715e+02	-5.1996284894607459e+02	1.1064667485215132e+02	-2.4384812620884117e+02	2.5923259336546920e+02	-1.1232869468217402e+02	6.7384294821170357e+01	-2.6328620870730362e+02	2.7151152219398529e+02	-1.2837760889091120e+02	8.5386474255105028e+01	
0646_814	1.259956125311133	0.3446280193793352	1.300049022299152	0.3407090770260164	1.6917513826287845e+03	2.6514490509578815e+02	-9.4481557637913488e+02	2.7246328231170423e+02	-5.5899468661919491e+02	1.2701648512072848e+02	-2.9245327177186346e+02	3.8919453753550192e+02	-1.0758684972066474e+02	7.8649870454009999e+01	-3.1771345385425019e+02	4.0881654337818441e+02	-1.4106528491655411e+02	8.7622201059330635e+01	
0646_848	1.582206887961496	0.313785259598142	1.6049186272678	0.3116488008102662	9.8308399115964323e+02	2.6440888836142767e+02	-8.1941685795496846e+02	3.5219025508918634e+02	-6.1605590826433092e+02	1.0693574786604786e+02	-2.7282363438841264e+02	2.9678800388950827e+02	-1.3883546885001010e+02	8.8220168885771770e+01	-2.8497251185494230e+02	3.0008692712080079e+02	-1.5161254808223256e+02	9.2822258346529836e+01	
0646_851	1.58598318246431	0.3737983534770925	1.58807790086115	0.3877489415876856	1.0594250504834285e+03	2.2951275188139931e+02	-1.0606157889342176e+03	1.6162197036139634e+02	-5.3221172188379717e+02	8.2395095740586783e+01	-2.8293545255474692e+02	3.0560852148433293e+02	-1.1122070776108666e+02	8.1360804132439981e+01	-2.9921968633276464e+02	3.1280018089420514e+02	-1.1625526638564209e+02	8.3720045984735194e+01	
0646_852	1.584900352602105	0.4068837860365204	1.606196423546489	0.4014168525616523	9.2667472758009092e+02	2.2761411464706069e+02	-8.1016183723025335e+02	9.0425796965202906e+01	-4.0253445537024197e+02	7.3463380641412456e+01	-2.3578616748650683e+02	2.8676781468465788e+02	-1.1954569086852720e+02	9.1239419831566565e+01	-2.3444428234491141e+02	2.8537402973007215e+02	-1.3011207889971161e+02	9.0582318067577688e+01	
0746_261	0.1574381835420171	0.249885849418118	0.1587439728651164	0.2463198211299948	2.7543880634735751e+03	1.2900462024630522e+03	-3.1246773403858003e+02	2.2790259842290908e+02	-2.4296355780960391e+02	1.1893041356042843e+02	-1.4006479376937449e+02	8.9358251983914130e+01	-7.7235195211615178e+01	5.6769886385093905e+01	-1.4804986161709812e+02	9.3083749190025941e+01	-8.7474532612823907e+01	6.0101888289071461e+01	
0746_262	0.1572267958329339	0.2808673174439852	0.158354080724418	0.2833107717089069	3.5996417317801388e+03	1.4184807626931561e+03	-3.1712948168013889e+02	2.3221483672433928e+02	-2.6351140320752893e+02	1.1270132882171056e+02	-1.2921175897830420e+02	8.1000207321161611e+01	-7.7592455928607592e+01	5.7067951846422865e+01	-1.4804639997274185e+02	8.6253359618299555e+01	-8.2080618988018003e+01	5.8442762238963084e+01	
0746_263	0.1574799371849028	0.1252597726692518	0.1604961652514136	0.1233645259572564	3.1969801079950576e+03	1.4467140551547730e+03	-2.8783234574646332e+02	1.6235495963751904e+02	-1.6285362562555702e+02	1.3325513178424697e+02	-1.3717084320659606e+02	7.8083813409233230e+01	-8.6224949023811106e+01	6.3093919514713619e+01	-1.3778519593493493e+02	7.8397385078895411e+01	-8.6137455965367238e+01	6.5257105231599539e+01	
0746_264	0.1575120447427429	0.3420785823516004	0.1565630457497117	0.337361134368681	3.4154726994037405e+03	1.4503484439940848e+03	-2.5433697942546942e+02	1.9755453636677481e+02	-2.3190513529540189e+02	1.6099021977247074e+02	-1.0010155480145447e+02	7.4341313626181446e+01	-8.3417897731576517e+01	5.5278143974918876e+01	-1.2613021371230393e+02	7.6386267200996627e+01	-8.3286706670849483e+01	5.4423828315719746e+01	
0746_284	0.1980265837865871	0.3106694054552646	0.1993263718004204	0.3002701578924299	3.8170883793980852e+03	1.2464954166534671e+03	-4.0323856720976278e+02	2.6210087801345759e+02	-3.0202302174985749e+02	1.0382673641377865e+02	-1.5477413033959564e+02	8.3636051716719635e+01	-8.6198571633979100e+01	5.6339264564658194e+01	-1.8876596548300961e+02	8.3488713162440490e+01	-8.8308474446048180e+01	6.0789693906801290e+01	
0746_292	0.1981581315423145	0.3723436474728745	0.2033697114886167	0.3707876752440046	3.8909176003682819e+03	1.3684730342291668e+03	-3.9728436102613261e+02	2.2236238407171757e+02	-2.5192825094609864e+02	1.4029062269679932e+02	-1.3675866286602584e+02	8.5611474891569600e+01	-9.3541948846997727e+01	6.0776906449647598e+01	-1.8429083416939901e+02	9.9258719686837438e+01	-9.6977168192625300e+01	6.0760765384188581e+01	
0746_308	0.2497823106664126	0.3109837249695985	0.2518305442546513	0.3132360915845664	3.3268735323852206e+03	1.0150381968501525e+03	-4.6739254972622376e+02	2.6384622536162226e+02	-2.6378214023163332e+02	1.4468667204069379e+02	-1.8107654514830568e+02	9.4968334262238059e+01	-1.1419424095921890e+02	6.7880202139306306e+01	-2.1640169519969237e+02	8.9261733475751797e+01	-1.1640271219974470e+02	6.8263231255779559e+01	
0746_317	0.2501831774375195	0.3437887478713805	0.2499508732674754	0.3405964142113301	2.8623952692785060e+03	1.0767561346525488e+03	-3.6764379299286463e+02	1.9730696262665805e+02	-2.8353985907418348e+02	1.3606659067681377e+02	-1.6225329383074731e+02	9.2459955571181808e+01	-1.1855242683413358e+02	8.0463006871690652e+01	-1.9029123873924220e+02	9.4184459674276411e+01	-1.2036828562304136e+02	7.9820003904013305e+01	
0746_319	0.2504530388939273	0.3661315004529775	0.2519737732918401	0.363048766415744	3.6680981153230787e+03	1.2831384521135515e+03	-4.5834624172323953e+02	2.0218725264722511e+02	-3.1360852212693243e+02	1.7838949404957322e+02	-1.5102526235382811e+02	8.5108411479004786e+01	-9.8901587424598375e+01	5.8512553084761116e+01	-2.0744526179054790e+02	9.4527570143135662e+01	-1.0311242947378200e+02	5.9443909950566194e+01	
0746_330	0.3086881877703936	0.3712573295310918	0.3097697615481424	0.3677729574126626	2.9097221739969523e+03	7.8254497763984511e+02	-4.8865936630079943e+02	2.0387463865228244e+02	-4.0125218956269197e+02	1.9304968121487229e+02	-1.6771724985693115e+02	9.7295463120827492e+01	-7.0818106115510233e+01	6.6483291603441529e+01	-1.9657098429800990e+02	1.3271444811936365e+02	-9.0811083548053503e+01	7.9820956646154357e+01	
0746_332	0.3137300082925907	0.3112561159811074	0.311945978755286	0.3084087322265233	2.3392431736106028e+03	9.1307855594531884e+02	-5.2863734144651812e+02	2.6467866399565060e+02	-3.1672829526777792e+02	1.2112452942241170e+02	-2.3888340469122903e+02	1.0684192951446171e+02	-7.0245231657245270e+01	5.6484456169964758e+01	-2.7069732032889442e+02	1.0415606993999633e+02	-8.6556547887924168e+01	6.2439112302803679e+01	
0746_334	0.3146253085699479	0.2814264857046684	0.3164873141453279	0.277786853873033	2.4572022273546727e+03	8.0972697190614088e+02	-4.2244931764750675e+02	2.5298044058205431e+02	-3.4259488916298119e+02	1.1444590753395259e+02	-1.9060229988474453e+02	8.9258021278878942e+01	-8.4109693057598307e+01	6.0355802879169985e+01	-2.0483721264155557e+02	9.5319600947481163e+01	-1.0956554504116589e+02	6.4662627082587377e+01	
0746_336	0.3149590234458796	0.2481660354550373	0.3188448013581549	0.2519930248198566	1.8961108649112359e+03	8.7954178828518423e+02	-3.8207413902012604e+02	2.5355852516770122e+02	-3.2082128544814759e+02	1.1752848671585541e+02	-1.7644315432949787e+02	9.8782644440839618e+01	-1.0043761511264053e+02	6.2765703044260825e+01	-1.8762847467949413e+02	1.0380858454879146e+02	-1.1699625283164978e+02	6.3611731943721161e+01	
0746_354	0.3863768458959031	0.3420938860913896	0.3888365799941316	0.338224659038415	2.1830566786514228e+03	8.7901856158807652e+02	-4.6345749020872125e+02	2.2951824795874543e+02	-3.7853485969162085e+02	1.2386144196195802e+02	-2.0056166236657199e+02	9.5883813915608073e+01	-9.7766074829340468e+01	6.2673600689252666e+01	-2.0647389765080132e+02	8.8788261385684933e+01	-1.0192544463833731e+02	6.1754112152629347e+01	
